#ID = transcript_cluster_id
#RANGE_STRAND = strand  (+|-)
#RANGE_START = start  (integer). Coordinates are standard 1-based (length=stop-start+1).
#RANGE_END = 
#total_probes = Total number of probes contained by this transcript cluster.
#GB_ACC = GenBank and RefSeq Accessions from mrna_assignment column
#SPOT_ID = genomic location of the transcript cluster in the version of the genome assembly used at annotation time. Coordinates are standard 1-based (length=stop-start+1).
#RANGE_GB = NCBI RefSeq for chromosome of current build
ID	RANGE_STRAND	RANGE_START	RANGE_END	total_probes	GB_ACC	SPOT_ID	RANGE_GB
16661347	+	27364505	27391197	20		chr1:27364505-27391197	NC_000001.10
16661351	+	27561007	27635110	22	NM_015023	chr1:27561007-27635110	NC_000001.10
16661377	+	27648636	27662891	18	NR_037580	chr1:27648636-27662891	NC_000001.10
16661396	+	27650365	27653016	17		chr1:27650365-27653016	NC_000001.10
16661398	+	27668483	27680428	25	NM_001193308	chr1:27668483-27680428	NC_000001.10
16661429	+	27719148	27722318	22	NM_005281	chr1:27719148-27722318	NC_000001.10
16661432	+	27783709	27786093	15		chr1:27783709-27786093	NC_000001.10
16661435	+	27852316	27857072	13		chr1:27852316-27857072	NC_000001.10
16661438	+	27995979	27996787	20		chr1:27995979-27996787	NC_000001.10
16661443	+	28052490	28089426	17		chr1:28052490-28089426	NC_000001.10
16661459	+	28099694	28150963	22	NM_177424	chr1:28099694-28150963	NC_000001.10
16661475	+	28151049	28151154	12		chr1:28151049-28151154	NC_000001.10
16661477	+	28157252	28178187	28		chr1:28157252-28178187	NC_000001.10
16661495	+	28160912	28161077	24	NR_002997	chr1:28160912-28161077	NC_000001.10
16661497	+	28199055	28213196	22	NM_001105556	chr1:28199055-28213196	NC_000001.10
16661508	+	28261504	28285668	31		chr1:28261504-28285668	NC_000001.10
16661527	+	28285973	28294607	16		chr1:28285973-28294607	NC_000001.10
16661533	+	28562602	28573417	30	NM_178191	chr1:28562602-28573417	NC_000001.10
16661544	+	28585963	28609002	22	NM_031459	chr1:28585963-28609002	NC_000001.10
16661556	+	28655513	28662478	20	NM_017638	chr1:28655513-28662478	NC_000001.10
16661567	+	28696093	28827254	29	NM_001048183	chr1:28696093-28827254	NC_000001.10
16661587	+	28807874	28807992	11		chr1:28807874-28807992	NC_000001.10
16661589	+	28832455	28865708	17		chr1:28832455-28865708	NC_000001.10
16661615	+	28843988	28844087	8		chr1:28843988-28844087	NC_000001.10
16661617	+	28879529	28905057	27	NR_003109	chr1:28879529-28905057	NC_000001.10
16661636	+	28918712	28921955	17		chr1:28918712-28921955	NC_000001.10
16661642	+	28969740	28975093	21		chr1:28969740-28975093	NC_000001.10
16661646	+	28975112	28975246	11		chr1:28975112-28975246	NC_000001.10
16661648	+	28995240	29045865	26	NM_006582	chr1:28995240-29045865	NC_000001.10
16661661	+	29016177	29016306	10		chr1:29016177-29016306	NC_000001.10
16661663	+	29063133	29096287	27		chr1:29063133-29096287	NC_000001.10
16661676	+	29138654	29190208	17		chr1:29138654-29190208	NC_000001.10
16661684	+	29194087	29197779	23		chr1:29194087-29197779	NC_000001.10
16661687	+	29213603	29446613	19		chr1:29213603-29446613	NC_000001.10
16661717	+	29312222	29312322	16		chr1:29312222-29312322	NC_000001.10
16661719	+	29459862	29462475	20		chr1:29459862-29462475	NC_000001.10
16661723	+	29479001	29479503	18		chr1:29479001-29479503	NC_000001.10
16661726	+	29550445	29551328	22		chr1:29550445-29551328	NC_000001.10
16661730	+	29563028	29653325	28		chr1:29563028-29653325	NC_000001.10
16661770	+	30159178	30161573	18		chr1:30159178-30161573	NC_000001.10
16661773	+	30184549	30185414	18		chr1:30184549-30185414	NC_000001.10
16661776	+	30357749	30357852	5		chr1:30357749-30357852	NC_000001.10
16661778	+	30464332	30465136	17		chr1:30464332-30465136	NC_000001.10
16661782	+	30613110	30614454	19		chr1:30613110-30614454	NC_000001.10
16661785	+	30726193	30734008	17		chr1:30726193-30734008	NC_000001.10
16661788	+	30888672	30893955	16		chr1:30888672-30893955	NC_000001.10
16661792	+	31190940	31199674	26	NR_034182	chr1:31190940-31199674	NC_000001.10
16661800	+	31297075	31306693	20		chr1:31297075-31306693	NC_000001.10
16661806	+	31316670	31316957	11		chr1:31316670-31316957	NC_000001.10
16661808	+	31331005	31333101	19		chr1:31331005-31333101	NC_000001.10
16661811	+	31333698	31335492	17		chr1:31333698-31335492	NC_000001.10
16661815	+	31460912	31461481	23		chr1:31460912-31461481	NC_000001.10
16661817	+	31769842	31837783	20		chr1:31769842-31837783	NC_000001.10
16661832	+	31882412	31907527	29	NM_001199039	chr1:31882412-31907527	NC_000001.10
16661852	+	31971841	31974167	22	NR_034112	chr1:31971841-31974167	NC_000001.10
16661856	+	31984036	31989846	19	NR_027085	chr1:31984036-31989846	NC_000001.10
16661862	+	32042086	32053288	19	NM_022164	chr1:32042086-32053288	NC_000001.10
16661890	+	32083287	32098119	21	NM_001525	chr1:32083287-32098119	NC_000001.10
16661904	+	32121710	32125539	18		chr1:32121710-32125539	NC_000001.10
16661907	+	32254731	32256923	24		chr1:32254731-32256923	NC_000001.10
16661910	+	32379174	32380745	17		chr1:32379174-32380745	NC_000001.10
16661914	+	32398621	32399576	11		chr1:32398621-32399576	NC_000001.10
16661917	+	32479430	32526451	28		chr1:32479430-32526451	NC_000001.10
16661934	+	32537632	32568467	34	NM_018056	chr1:32537632-32568467	NC_000001.10
16661956	+	32573639	32642169	32	NM_012316	chr1:32573639-32642169	NC_000001.10
16661978	+	32645287	32663886	21	NM_175852	chr1:32645287-32663886	NC_000001.10
16661995	+	32665987	32670991	27	NM_024296	chr1:32665987-32670991	NC_000001.10
16662009	+	32671236	32674288	20	NM_001160042	chr1:32671236-32674288	NC_000001.10
16662018	+	32674695	32681797	21	NM_001099434	chr1:32674695-32681797	NC_000001.10
16662031	+	32687529	32697205	20		chr1:32687529-32697205	NC_000001.10
16662047	+	32712818	32714461	18		chr1:32712818-32714461	NC_000001.10
16662052	+	32716840	32751766	28	NM_001042771	chr1:32716840-32751766	NC_000001.10
16662077	+	32757687	32799236	32	NM_004964	chr1:32757687-32799236	NC_000001.10
16662098	+	32813111	32814381	19		chr1:32813111-32814381	NC_000001.10
16662101	+	32816855	32818023	27		chr1:32816855-32818023	NC_000001.10
16662105	+	32817122	32819143	13		chr1:32817122-32819143	NC_000001.10
16662108	+	32827798	32829926	16	NM_052841	chr1:32827798-32829926	NC_000001.10
16662113	+	32930658	32953461	23	NM_001145720	chr1:32930658-32953461	NC_000001.10
16662123	+	33004772	33071542	23	NM_001040441	chr1:33004772-33071542	NC_000001.10
16662132	+	33105552	33105653	12		chr1:33105552-33105653	NC_000001.10
16662134	+	33116743	33151812	35	NM_005610	chr1:33116743-33151812	NC_000001.10
16662159	+	33207486	33240571	20	NM_001198972	chr1:33207486-33240571	NC_000001.10
16662171	+	33282368	33324476	36	NM_022753	chr1:33282368-33324476	NC_000001.10
16662193	+	33351595	33364042	13	NM_002143	chr1:33351595-33364042	NC_000001.10
16662201	+	33391895	33392000	11		chr1:33391895-33392000	NC_000001.10
16662203	+	33394669	33399878	20		chr1:33394669-33399878	NC_000001.10
16662209	+	33546705	33586131	35	NM_052998	chr1:33546705-33586131	NC_000001.10
16662234	+	33722146	33766320	17	NM_152493	chr1:33722146-33766320	NC_000001.10
16662251	+	33815953	33828846	16		chr1:33815953-33828846	NC_000001.10
16662255	+	33938232	33961995	21	NM_145238	chr1:33938232-33961995	NC_000001.10
16662270	+	34326076	34330392	20	NM_145205	chr1:34326076-34330392	NC_000001.10
16662280	+	34329678	34330392	25	NR_033264	chr1:34329678-34330392	NC_000001.10
16662282	+	34334554	34351059	20	NR_038372	chr1:34334554-34351059	NC_000001.10
16662296	+	34578550	34578664	10		chr1:34578550-34578664	NC_000001.10
16662298	+	34632484	34684732	25	NM_001134734	chr1:34632484-34684732	NC_000001.10
16662310	+	34830406	34833852	17		chr1:34830406-34833852	NC_000001.10
16662313	+	35220648	35224113	17		chr1:35220648-35224113	NC_000001.10
16662317	+	35225342	35229325	18		chr1:35225342-35229325	NC_000001.10
16662322	+	35246790	35251970	20		chr1:35246790-35251970	NC_000001.10
16662329	+	35258599	35261348	18		chr1:35258599-35261348	NC_000001.10
16662333	+	35316295	35317156	23	NM_001164824	chr1:35316295-35317156	NC_000001.10
16662336	+	35409357	35409425	11		chr1:35409357-35409425	NC_000001.10
16662338	+	35525387	35581460	24		chr1:35525387-35581460	NC_000001.10
16662357	+	35661570	35661663	4		chr1:35661570-35661663	NC_000001.10
16662359	+	35734568	35887659	26		chr1:35734568-35887659	NC_000001.10
16662394	+	35775875	35776026	20		chr1:35775875-35776026	NC_000001.10
16662396	+	36023074	36032875	25	NM_014284	chr1:36023074-36032875	NC_000001.10
16662412	+	36038971	36060929	20	NM_178548	chr1:36038971-36060929	NC_000001.10
16662422	+	36057977	36059256	16		chr1:36057977-36059256	NC_000001.10
16662424	+	36133845	36134778	18		chr1:36133845-36134778	NC_000001.10
16662427	+	36204990	36209177	16	NM_022111	chr1:36204990-36209177	NC_000001.10
16662430	+	36273773	36323491	29		chr1:36273773-36323491	NC_000001.10
16662453	+	36335409	36389900	28		chr1:36335409-36389900	NC_000001.10
16662475	+	36396319	36522063	26		chr1:36396319-36522063	NC_000001.10
16662510	+	36549676	36553876	21	NM_014466	chr1:36549676-36553876	NC_000001.10
16662525	+	36554453	36559533	20	NM_017825	chr1:36554453-36559533	NC_000001.10
16662537	+	36621180	36646450	20	NM_018067	chr1:36621180-36646450	NC_000001.10
16662566	+	36690017	36770958	27	NM_005119	chr1:36690017-36770958	NC_000001.10
16662584	+	36771988	36794818	19	NM_024676	chr1:36771988-36794818	NC_000001.10
16662613	+	36916215	36917200	18		chr1:36916215-36917200	NC_000001.10
16662615	+	37235456	37241369	19		chr1:37235456-37241369	NC_000001.10
16662619	+	37627164	37627235	12	NR_036217	chr1:37627164-37627235	NC_000001.10
16662621	+	37669211	37669317	14		chr1:37669211-37669317	NC_000001.10
16662623	+	37940119	37949978	26	NM_025079	chr1:37940119-37949978	NC_000001.10
16662636	+	38022520	38032458	25		chr1:38022520-38032458	NC_000001.10
16662648	+	38158090	38175391	21	NM_001256875	chr1:38158090-38175391	NC_000001.10
16662662	+	38215874	38215974	8		chr1:38215874-38215974	NC_000001.10
16662664	+	38259474	38267278	26		chr1:38259474-38267278	NC_000001.10
16662676	+	38272651	38275126	21	NM_198446	chr1:38272651-38275126	NC_000001.10
16662685	+	38326369	38327252	17		chr1:38326369-38327252	NC_000001.10
16662688	+	38349909	38349989	16		chr1:38349909-38349989	NC_000001.10
16662690	+	38350695	38350789	10		chr1:38350695-38350789	NC_000001.10
16662692	+	38474930	38490497	29		chr1:38474930-38490497	NC_000001.10
16662705	+	38512986	38584697	25		chr1:38512986-38584697	NC_000001.10
16662710	+	38554903	38555001	23	NR_037432	chr1:38554903-38555001	NC_000001.10
16662712	+	38607365	38628221	14		chr1:38607365-38628221	NC_000001.10
16662715	+	38658716	38676024	17	NR_038928	chr1:38658716-38676024	NC_000001.10
16662719	+	38677715	38679106	19	NR_038928	chr1:38677715-38679106	NC_000001.10
16662722	+	38862331	38862437	10		chr1:38862331-38862437	NC_000001.10
16662724	+	38940868	38942156	26		chr1:38940868-38942156	NC_000001.10
16662728	+	39325672	39385068	21		chr1:39325672-39385068	NC_000001.10
16662735	+	39392542	39392649	9		chr1:39392542-39392649	NC_000001.10
16662737	+	39456895	39471737	17	NM_024595	chr1:39456895-39471737	NC_000001.10
16662744	+	39491967	39500308	26		chr1:39491967-39500308	NC_000001.10
16662749	+	39508264	39509883	13		chr1:39508264-39509883	NC_000001.10
16662752	+	39512712	39514128	22		chr1:39512712-39514128	NC_000001.10
16662755	+	39546988	39952810	103	NM_012090	chr1:39546988-39952810	NC_000001.10
16662885	+	39875176	39882154	25	NM_015038	chr1:39875176-39882154	NC_000001.10
16662890	+	39957318	39995541	11	NM_181809	chr1:39957318-39995541	NC_000001.10
16662900	+	40030769	40038875	21		chr1:40030769-40038875	NC_000001.10
16662905	+	40099088	40099575	16		chr1:40099088-40099575	NC_000001.10
16662908	+	40157854	40229586	12	NM_006112	chr1:40157854-40229586	NC_000001.10
16662936	+	40289924	40303684	21		chr1:40289924-40303684	NC_000001.10
16662942	+	40363417	40364770	23		chr1:40363417-40364770	NC_000001.10
16662945	+	40420784	40435638	34	NM_001136493	chr1:40420784-40435638	NC_000001.10
16662968	+	40505905	40538321	36		chr1:40505905-40538321	NC_000001.10
16662993	+	40627041	40706593	22	NM_012421	chr1:40627041-40706593	NC_000001.10
16663005	+	40643515	40643621	14		chr1:40643515-40643621	NC_000001.10
16663007	+	40711619	40717365	15	NM_001008740	chr1:40711619-40717365	NC_000001.10
16663014	+	40723733	40759856	24	NM_005857	chr1:40723733-40759856	NC_000001.10
16663030	+	40747986	40749177	9		chr1:40747986-40749177	NC_000001.10
16663033	+	40810522	40888998	25	NM_022733	chr1:40810522-40888998	NC_000001.10
16663051	+	40915774	40929390	11	NM_023070	chr1:40915774-40929390	NC_000001.10
16663064	+	40942887	40962015	17	NM_198494	chr1:40942887-40962015	NC_000001.10
16663075	+	40974413	40982228	23	NM_022774	chr1:40974413-40982228	NC_000001.10
16663085	+	40997233	41013841	23	NM_152373	chr1:40997233-41013841	NC_000001.10
16663094	+	41157242	41237275	19		chr1:41157242-41237275	NC_000001.10
16663129	+	41220027	41220118	11	NR_029846	chr1:41220027-41220118	NC_000001.10
16663131	+	41222956	41223044	14	NR_029833	chr1:41222956-41223044	NC_000001.10
16663133	+	41249684	41306124	22		chr1:41249684-41306124	NC_000001.10
16663151	+	41329586	41342342	21		chr1:41329586-41342342	NC_000001.10
16663155	+	41445007	41478235	25	NM_001905	chr1:41445007-41478235	NC_000001.10
16663188	+	41480262	41509562	21	NR_037868	chr1:41480262-41509562	NC_000001.10
16663193	+	41708045	41750533	20		chr1:41708045-41750533	NC_000001.10
16663199	+	41827227	41856020	21		chr1:41827227-41856020	NC_000001.10
16663212	+	41898931	41930507	17		chr1:41898931-41930507	NC_000001.10
16663215	+	42001114	42001539	23		chr1:42001114-42001539	NC_000001.10
16663218	+	42619092	42621495	19	NM_007102	chr1:42619092-42621495	NC_000001.10
16663223	+	42846466	42889900	17	NM_173642	chr1:42846466-42889900	NC_000001.10
16663231	+	42921788	42948411	26	NM_024664	chr1:42921788-42948411	NC_000001.10
16663242	+	42929001	43120335	30	NM_001080850	chr1:42929001-43120335	NC_000001.10
16663282	+	42929593	42929888	19		chr1:42929593-42929888	NC_000001.10
16663284	+	42933415	42933453	10		chr1:42933415-42933453	NC_000001.10
16663286	+	42934331	42934389	13		chr1:42934331-42934389	NC_000001.10
16663288	+	42938793	42939231	13		chr1:42938793-42939231	NC_000001.10
16663291	+	42948334	42948667	14		chr1:42948334-42948667	NC_000001.10
16663294	+	43124048	43142429	24	NM_006347	chr1:43124048-43142429	NC_000001.10
16663314	+	43144406	43147325	20		chr1:43144406-43147325	NC_000001.10
16663317	+	43148066	43168023	23	NM_004559	chr1:43148066-43168023	NC_000001.10
16663329	+	43221886	43222881	17		chr1:43221886-43222881	NC_000001.10
16663332	+	43232916	43241553	24	NM_024097	chr1:43232916-43241553	NC_000001.10
16663345	+	43241650	43241880	19		chr1:43241650-43241880	NC_000001.10
16663347	+	43253661	43264127	26	NM_001242750	chr1:43253661-43264127	NC_000001.10
16663358	+	43282776	43310660	23	NM_001017922	chr1:43282776-43310660	NC_000001.10
16663376	+	43312244	43318148	24	NM_001242739	chr1:43312244-43318148	NC_000001.10
16663390	+	43424720	43449029	20	NR_033967	chr1:43424720-43449029	NC_000001.10
16663396	+	43457109	43457215	10		chr1:43457109-43457215	NC_000001.10
16663398	+	43585819	43622067	17		chr1:43585819-43622067	NC_000001.10
16663413	+	43637820	43720029	27	NM_001195831	chr1:43637820-43720029	NC_000001.10
16663446	+	43662088	43662207	9		chr1:43662088-43662207	NC_000001.10
16663448	+	43735665	43739673	25	NM_144626	chr1:43735665-43739673	NC_000001.10
16663457	+	43766566	43788781	28	NM_005424	chr1:43766566-43788781	NC_000001.10
16663498	+	43803475	43820135	24	NM_005373	chr1:43803475-43820135	NC_000001.10
16663514	+	43824599	43828874	23	NM_001255	chr1:43824599-43828874	NC_000001.10
16663533	+	43850784	43854826	22		chr1:43850784-43854826	NC_000001.10
16663537	+	43855553	43922666	63	NM_015284	chr1:43855553-43922666	NC_000001.10
16663621	+	43990858	44089343	30		chr1:43990858-44089343	NC_000001.10
16663665	+	44115797	44171189	23	NM_014663	chr1:44115797-44171189	NC_000001.10
16663694	+	44171495	44396831	25		chr1:44171495-44396831	NC_000001.10
16663728	+	44182138	44182227	9		chr1:44182138-44182227	NC_000001.10
16663730	+	44398992	44402913	28	NM_057091	chr1:44398992-44402913	NC_000001.10
16663743	+	44412478	44433694	22	NM_014652	chr1:44412478-44433694	NC_000001.10
16663773	+	44435653	44439043	31	NM_001384	chr1:44435653-44439043	NC_000001.10
16663792	+	44440159	44443972	32		chr1:44440159-44443972	NC_000001.10
16663812	+	44444615	44456843	22		chr1:44444615-44456843	NC_000001.10
16663828	+	44457031	44462200	34	NM_152499	chr1:44457031-44462200	NC_000001.10
16663851	+	44509600	44570647	26		chr1:44509600-44570647	NC_000001.10
16663863	+	44584522	44600812	21	NM_173484	chr1:44584522-44600812	NC_000001.10
16663871	+	44679125	44686353	17	NM_019100	chr1:44679125-44686353	NC_000001.10
16663897	+	44856394	44856495	10		chr1:44856394-44856495	NC_000001.10
16663899	+	44870866	45117396	25	NM_018150	chr1:44870866-45117396	NC_000001.10
16663931	+	45140364	45191263	17	NM_001145636	chr1:45140364-45191263	NC_000001.10
16663958	+	45205490	45233439	23	NM_006845	chr1:45205490-45233439	NC_000001.10
16663989	+	45240923	45244451	31		chr1:45240923-45244451	NC_000001.10
16664003	+	45242162	45242265	8		chr1:45242162-45242265	NC_000001.10
16664005	+	45265897	45271667	33	NM_004073	chr1:45265897-45271667	NC_000001.10
16664028	+	45274154	45281257	22	NM_001136537	chr1:45274154-45281257	NC_000001.10
16664044	+	45282505	45283445	20		chr1:45282505-45283445	NC_000001.10
16664046	+	45397995	45398103	16		chr1:45397995-45398103	NC_000001.10
16664048	+	45477805	45481341	35	NR_036510	chr1:45477805-45481341	NC_000001.10
16664069	+	45672404	45683543	19		chr1:45672404-45683543	NC_000001.10
16664072	+	45769582	45771291	18	NR_024270	chr1:45769582-45771291	NC_000001.10
16664074	+	45792545	45794347	25	NM_032756	chr1:45792545-45794347	NC_000001.10
16664078	+	45805342	45809650	26		chr1:45805342-45809650	NC_000001.10
16664091	+	45965725	45976739	22		chr1:45965725-45976739	NC_000001.10
16664100	+	46016215	46035723	21		chr1:46016215-46035723	NC_000001.10
16664118	+	46049518	46084578	23	NM_002482	chr1:46049518-46084578	NC_000001.10
16664150	+	46152886	46160115	24	NM_016486	chr1:46152886-46160115	NC_000001.10
16664156	+	46252659	46501896	34	NM_015112	chr1:46252659-46501896	NC_000001.10
16664210	+	46512490	46514040	20		chr1:46512490-46514040	NC_000001.10
16664213	+	46570290	46570847	20		chr1:46570290-46570847	NC_000001.10
16664215	+	46599043	46604753	16		chr1:46599043-46604753	NC_000001.10
16664218	+	46640745	46651634	24	NM_005727	chr1:46640745-46651634	NC_000001.10
16664235	+	46669006	46686933	26	NM_001013615	chr1:46669006-46686933	NC_000001.10
16664240	+	46702304	46705490	18		chr1:46702304-46705490	NC_000001.10
16664243	+	46713360	46744145	24	NM_003579	chr1:46713360-46744145	NC_000001.10
16664272	+	46769303	46782448	18	NM_006004	chr1:46769303-46782448	NC_000001.10
16664281	+	46805849	46830824	26		chr1:46805849-46830824	NC_000001.10
16664299	+	46859937	46879520	26	NM_001441	chr1:46859937-46879520	NC_000001.10
16664322	+	46899499	46911374	17	NR_045483	chr1:46899499-46911374	NC_000001.10
16664332	+	46921495	46948147	14		chr1:46921495-46948147	NC_000001.10
16664335	+	46972668	46979898	17	NM_172225	chr1:46972668-46979898	NC_000001.10
16664341	+	47004368	47035927	21	NR_038403	chr1:47004368-47035927	NC_000001.10
16664350	+	47137497	47139266	21	NM_001145474	chr1:47137497-47139266	NC_000001.10
16664354	+	47139708	47157770	21	NR_038827	chr1:47139708-47157770	NC_000001.10
16664359	+	47223510	47285085	22		chr1:47223510-47285085	NC_000001.10
16664388	+	47427036	47516423	24		chr1:47427036-47516423	NC_000001.10
16664406	+	47533160	47583992	9		chr1:47533160-47583992	NC_000001.10
16664421	+	47603107	47615413	12		chr1:47603107-47615413	NC_000001.10
16664438	+	47644290	47646011	19	NR_047498	chr1:47644290-47646011	NC_000001.10
16664442	+	47691469	47696422	21		chr1:47691469-47696422	NC_000001.10
16664445	+	47799469	47844511	21		chr1:47799469-47844511	NC_000001.10
16664456	+	47881744	47883724	19	NM_012186	chr1:47881744-47883724	NC_000001.10
16664460	+	47901689	47906363	21	NM_004474	chr1:47901689-47906363	NC_000001.10
16664464	+	47968176	47968311	8		chr1:47968176-47968311	NC_000001.10
16664466	+	48154135	48169055	16		chr1:48154135-48169055	NC_000001.10
16664470	+	48226249	48231744	16	NM_001194986	chr1:48226249-48231744	NC_000001.10
16664473	+	48283738	48285909	17		chr1:48283738-48285909	NC_000001.10
16664476	+	48519217	48532873	20		chr1:48519217-48532873	NC_000001.10
16664482	+	48671637	48672515	13		chr1:48671637-48672515	NC_000001.10
16664486	+	48688357	48714316	19		chr1:48688357-48714316	NC_000001.10
16664512	+	48809881	48809987	15		chr1:48809881-48809987	NC_000001.10
16664514	+	48913608	48913714	10		chr1:48913608-48913714	NC_000001.10
